day
2,7,2,7,16,7,2,7,21,7,21,7,2,7,2,7,3,7,2,7,2,7,21,7,21,7,2,7,2,7,2,7,21,7,21,7,21,7,21,7,2,7,0,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
2,7,2,7,13,7,12,7,21,7,21,7,2,7,2,7,2,7,2,7,2,7,21,7,21,7,2,7,2,7,2,7,21,7,2,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
2,7,2,7,2,7,18,7,21,7,21,7,2,7,2,7,2,7,2,7,2,7,21,7,21,7,2,7,2,7,9,7,21,7,2,7,21,7,21,7,2,7,2,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
2,7,2,7,10,7,2,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
11,7,2,7,2,7,2,7,21,7,21,7,2,7,2,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
12,7,2,7,2,7,2,7,21,7,21,7,2,7,2,7,21,7,2,7,2,7,21,7,21,7,2,7,2,7,2,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
2,7,21,7,4,7,13,7,21,7,21,7,4,7,4,7,4,7,13,7,4,7,21,7,21,7,2,7,21,7,4,7,21,7,4,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
2,7,2,7,2,7,15,7,21,7,21,7,2,7,2,7,2,7,2,7,2,7,21,7,21,7,2,7,2,7,2,7,21,7,2,7,21,7,21,7,2,7,2,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
21,7,21,7,21,7,19,7,21,7,21,7,15,7,15,7,6,7,15,7,15,7,21,7,21,7,15,7,15,7,15,7,21,7,15,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
8,7,8,7,8,7,8,7,21,7,21,7,8,7,2,7,2,7,8,7,2,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
15,7,11,7,11,7,11,7,21,7,21,7,17,7,11,7,11,7,11,7,11,7,21,7,21,7,2,7,11,7,11,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
18,7,9,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
11,7,11,7,11,7,11,7,21,7,21,7,2,7,13,7,11,7,11,7,11,7,21,7,21,7,2,7,11,7,21,7,21,7,7,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
2,7,20,7,2,7,19,7,21,7,21,7,2,7,2,7,2,7,2,7,2,7,21,7,21,7,2,7,2,7,2,7,21,7,2,7,21,7,21,7,11,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
21,7,21,7,2,7,2,7,21,7,21,7,19,7,11,7,11,7,2,7,2,7,21,7,21,7,11,7,11,7,2,7,21,7,11,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
10,7,21,7,5,7,2,7,21,7,21,7,21,7,2,7,3,7,21,7,21,7,21,7,21,7,13,7,4,7,3,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
15,7,2,7,2,7,2,7,21,7,21,7,2,7,2,7,2,7,2,7,2,7,21,7,21,7,0,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
11,7,7,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
21,7,21,7,21,7,21,7,21,7,21,7,2,7,6,7,2,7,2,7,2,7,21,7,21,7,13,7,2,7,2,7,21,7,2,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
11,7,11,7,11,7,9,7,21,7,21,7,2,7,11,7,11,7,21,7,11,7,21,7,21,7,11,7,11,7,11,7,21,7,9,7,21,7,21,7,11,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
11,7,11,7,11,7,11,7,21,7,21,7,21,7,2,7,11,7,21,7,21,7,21,7,21,7,11,7,3,7,13,7,21,7,11,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
21,7,11,7,11,7,11,7,21,7,21,7,11,7,17,7,21,7,2,7,11,7,21,7,21,7,11,7,11,7,11,7,21,7,7,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
3,7,13,7,3,7,3,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
2,7,21,7,21,7,2,7,21,7,21,7,13,7,21,7,21,7,13,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
15,7,2,7,20,7,2,7,21,7,21,7,15,7,15,7,15,7,21,7,21,7,21,7,21,7,15,7,15,7,15,7,21,7,15,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
2,7,10,7,2,7,2,7,21,7,21,7,14,7,2,7,2,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
2,7,2,7,20,7,2,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
14,7,2,7,2,7,10,7,21,7,21,7,2,7,2,7,2,7,2,7,4,7,21,7,21,7,2,7,2,7,2,7,21,7,2,7,21,7,21,7,2,7,2,7,2,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
2,7,2,7,2,7,2,7,21,7,21,7,7,7,13,7,2,7,2,7,2,7,21,7,21,7,2,7,2,7,2,7,21,7,21,7,21,7,21,7,9,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
2,7,21,7,2,7,14,7,21,7,21,7,2,7,11,7,21,7,2,7,2,7,21,7,21,7,2,7,12,7,2,7,21,7,2,7,21,7,21,7,2,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
4,7,21,7,15,7,15,7,21,7,21,7,15,7,5,7,15,7,15,7,15,7,21,7,21,7,15,7,15,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
2,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
7,7,7,7,7,7,7,7,21,7,21,7,7,7,2,7,17,7,5,7,2,7,21,7,21,7,7,7,2,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
7,7,2,7,7,7,10,7,21,7,21,7,2,7,21,7,13,7,7,7,7,7,21,7,21,7,7,7,7,7,7,7,21,7,7,7,21,7,21,7,7,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
7,7,18,7,7,7,2,7,21,7,21,7,7,7,7,7,7,7,2,7,7,7,21,7,21,7,19,7,4,7,7,7,21,7,7,7,21,7,21,7,7,7,7,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
7,7,7,7,7,7,17,7,21,7,21,7,7,7,7,7,3,7,7,7,12,7,21,7,21,7,7,7,7,7,7,7,21,7,7,7,21,7,21,7,7,7,7,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
4,7,6,7,2,7,2,7,21,7,21,7,2,7,7,7,2,7,2,7,4,7,21,7,21,7,2,7,2,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
2,7,2,7,2,7,2,7,21,7,21,7,2,7,2,7,21,7,21,7,21,7,21,7,21,7,2,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
2,7,2,7,2,7,5,7,21,7,21,7,2,7,2,7,4,7,2,7,2,7,21,7,21,7,2,7,2,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
21,7,21,7,6,7,14,7,21,7,21,7,2,7,2,7,7,7,2,7,2,7,21,7,21,7,2,7,2,7,2,7,21,7,8,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
2,7,15,7,15,7,15,7,21,7,21,7,15,7,15,7,1,7,15,7,15,7,21,7,21,7,15,7,4,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
2,7,2,7,21,7,21,7,21,7,21,7,21,7,8,7,2,7,2,7,2,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
0,7,2,7,9,7,2,7,21,7,21,7,2,7,2,7,2,7,2,7,2,7,21,7,21,7,2,7,4,7,2,7,21,7,2,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
2,7,15,7,0,7,15,7,21,7,21,7,15,7,15,7,15,7,15,7,2,7,21,7,21,7,15,7,15,7,15,7,21,7,15,7,21,7,21,7,15,7,15,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
15,7,15,7,15,7,20,7,21,7,21,7,2,7,15,7,15,7,15,7,15,7,21,7,21,7,15,7,15,7,15,7,21,7,21,7,21,7,21,7,16,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
20,7,2,7,21,7,13,7,21,7,21,7,2,7,17,7,2,7,2,7,2,7,21,7,21,7,2,7,2,7,2,7,21,7,2,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
15,7,15,7,15,7,15,7,21,7,21,7,18,7,15,7,2,7,15,7,14,7,21,7,21,7,15,7,15,7,15,7,21,7,15,7,21,7,21,7,15,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
2,7,18,7,2,7,2,7,21,7,21,7,2,7,2,7,21,7,21,7,2,7,21,7,21,7,2,7,2,7,18,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
7,7,7,7,7,7,7,7,21,7,21,7,7,7,7,7,7,7,13,7,7,7,21,7,21,7,2,7,7,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
2,7,2,7,2,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
21,7,15,7,2,7,15,7,21,7,21,7,15,7,15,7,15,7,1,7,14,7,21,7,21,7,15,7,15,7,2,7,21,7,2,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
2,7,2,7,14,7,2,7,21,7,21,7,2,7,13,7,2,7,2,7,1,7,21,7,21,7,11,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
16,7,7,7,11,7,16,7,21,7,21,7,16,7,8,7,7,7,2,7,2,7,21,7,21,7,16,7,7,7,7,7,21,7,12,7,21,7,21,7,7,7,7,7,7,7,7,7,7,7,21,7,21,7,21,7,21,7,21,7,21,7
10,7,10,7,10,7,18,7,21,7,21,7,10,7,10,7,2,7,10,7,10,7,10,7,21,7,10,7,10,7,10,7,21,7,4,7,21,7,21,7,10,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
15,7,16,7,16,7,15,7,21,7,21,7,16,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
2,7,21,7,2,7,2,7,21,7,21,7,2,7,2,7,20,7,2,7,2,7,21,7,21,7,2,7,2,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
13,7,17,7,21,7,13,7,21,7,21,7,4,7,21,7,21,7,21,7,13,7,21,7,21,7,20,7,13,7,13,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
11,7,11,7,21,7,11,7,11,7,21,7,11,7,11,7,11,7,21,7,21,7,21,7,21,7,5,7,21,7,2,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
2,7,2,7,2,7,9,7,21,7,21,7,2,7,2,7,2,7,2,7,2,7,21,7,21,7,2,7,2,7,2,7,21,7,2,7,21,7,21,7,2,7,4,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
2,7,4,7,2,7,2,7,21,7,21,7,2,7,2,7,2,7,2,7,19,7,21,7,21,7,2,7,2,7,3,7,21,7,2,7,21,7,21,7,2,7,2,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
2,7,2,7,21,7,2,7,21,7,21,7,21,7,21,7,21,7,2,7,2,7,21,7,21,7,11,7,11,7,11,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
21,7,2,7,21,7,21,7,21,7,21,7,13,7,21,7,13,7,13,7,2,7,21,7,21,7,13,7,13,7,13,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
15,7,15,7,15,7,15,7,21,7,21,7,15,7,15,7,15,7,21,7,15,7,21,7,21,7,1,7,15,7,15,7,21,7,15,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
10,7,16,7,2,7,2,7,21,7,21,7,11,7,2,7,2,7,2,7,2,7,21,7,21,7,2,7,21,7,2,7,21,7,2,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
2,7,8,7,2,7,16,7,21,7,21,7,8,7,8,7,0,7,8,7,8,7,21,7,21,7,8,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
14,7,13,7,6,7,7,7,21,7,21,7,21,7,2,7,11,7,21,7,13,7,21,7,21,7,13,7,13,7,13,7,21,7,13,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
2,7,2,7,2,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
2,7,2,7,2,7,17,7,21,7,21,7,13,7,2,7,2,7,2,7,5,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
21,7,2,7,21,7,2,7,21,7,21,7,2,7,2,7,4,7,8,7,2,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
21,7,21,7,21,7,21,7,21,7,21,7,2,7,2,7,2,7,2,7,2,7,21,7,21,7,2,7,2,7,2,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
2,7,2,7,2,7,5,7,21,7,21,7,2,7,21,7,21,7,2,7,2,7,21,7,21,7,2,7,2,7,2,7,21,7,3,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
2,7,2,7,2,7,2,7,21,7,21,7,2,7,2,7,2,7,2,7,2,7,21,7,21,7,13,7,2,7,2,7,21,7,2,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
15,7,2,7,15,7,15,7,21,7,21,7,15,7,14,7,15,7,7,7,15,7,21,7,21,7,15,7,17,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
2,7,2,7,2,7,2,7,21,7,21,7,2,7,7,7,2,7,2,7,2,7,21,7,21,7,2,7,2,7,2,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
0,7,2,7,0,7,0,7,21,7,21,7,4,7,8,7,0,7,0,7,0,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
2,7,2,7,2,7,15,7,21,7,21,7,2,7,2,7,2,7,2,7,2,7,21,7,21,7,2,7,2,7,2,7,21,7,2,7,21,7,21,7,2,7,19,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
11,7,11,7,11,7,11,7,21,7,21,7,2,7,21,7,11,7,11,7,10,7,21,7,21,7,2,7,2,7,21,7,21,7,9,7,21,7,21,7,20,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
2,7,2,7,2,7,2,7,21,7,21,7,2,7,2,7,2,7,13,7,15,7,21,7,21,7,2,7,2,7,15,7,21,7,2,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
2,7,9,7,2,7,5,7,21,7,21,7,2,7,2,7,2,7,2,7,3,7,21,7,21,7,2,7,4,7,2,7,21,7,14,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
20,7,9,7,20,7,20,7,21,7,21,7,20,7,20,7,20,7,14,7,17,7,21,7,21,7,20,7,20,7,20,7,21,7,20,7,21,7,21,7,20,7,7,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
2,7,3,7,5,7,8,7,21,7,21,7,8,7,8,7,11,7,2,7,11,7,21,7,21,7,8,7,8,7,8,7,21,7,2,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
20,7,11,7,11,7,21,7,21,7,21,7,21,7,11,7,11,7,21,7,21,7,21,7,21,7,21,7,11,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
2,7,2,7,7,7,7,7,21,7,21,7,7,7,7,7,7,7,7,7,2,7,7,7,21,7,7,7,21,7,7,7,21,7,7,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
2,7,2,7,0,7,2,7,21,7,21,7,2,7,19,7,4,7,2,7,2,7,21,7,21,7,2,7,2,7,2,7,21,7,0,7,21,7,21,7,2,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
8,7,8,7,8,7,1,7,21,7,21,7,2,7,8,7,8,7,8,7,8,7,21,7,21,7,8,7,8,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
7,7,2,7,7,7,7,7,21,7,21,7,7,7,7,7,7,7,7,7,2,7,21,7,21,7,2,7,7,7,7,7,21,7,2,7,21,7,21,7,7,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
7,7,2,7,7,7,7,7,21,7,11,7,11,7,2,7,11,7,7,7,21,7,21,7,21,7,7,7,7,7,7,7,21,7,11,7,16,7,21,7,18,7,11,7,7,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
11,7,14,7,11,7,5,7,7,7,21,7,7,7,11,7,7,7,7,7,7,7,21,7,21,7,7,7,18,7,2,7,7,7,21,7,21,7,21,7,7,7,18,7,7,7,7,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
7,7,7,7,21,7,21,7,21,7,21,7,7,7,2,7,7,7,11,7,11,7,2,7,21,7,3,7,7,7,7,7,21,7,11,7,21,7,7,7,11,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
11,7,3,7,9,7,11,7,21,7,7,7,11,7,2,7,7,7,7,7,21,7,11,7,11,7,14,7,7,7,21,7,21,7,21,7,21,7,21,7,7,7,11,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
2,7,3,7,11,7,6,7,7,7,21,7,7,7,11,7,11,7,11,7,7,7,21,7,21,7,15,7,11,7,7,7,11,7,11,7,21,7,2,7,21,7,11,7,11,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
7,7,7,7,7,7,21,7,21,7,21,7,7,7,7,7,7,7,7,7,2,7,21,7,10,7,21,7,8,7,21,7,21,7,7,7,7,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
2,7,18,7,2,7,2,7,21,7,21,7,1,7,2,7,2,7,20,7,2,7,21,7,21,7,2,7,2,7,2,7,21,7,2,7,21,7,21,7,2,7,2,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
1,7,2,7,5,7,2,7,21,7,21,7,2,7,7,7,2,7,2,7,2,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
21,7,21,7,21,7,21,7,21,7,21,7,2,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
12,7,12,7,12,7,12,7,21,7,21,7,12,7,5,7,12,7,2,7,12,7,12,7,21,7,12,7,17,7,12,7,21,7,17,7,21,7,21,7,12,7,12,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
15,7,15,7,15,7,2,7,21,7,21,7,15,7,15,7,2,7,15,7,15,7,21,7,21,7,15,7,2,7,2,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
21,7,21,7,21,7,21,7,21,7,21,7,1,7,1,7,2,7,1,7,1,7,21,7,21,7,1,7,1,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
2,7,2,7,2,7,3,7,21,7,21,7,21,7,2,7,2,7,4,7,7,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
2,7,2,7,2,7,2,7,21,7,21,7,2,7,2,7,2,7,14,7,15,7,21,7,21,7,15,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
1,7,1,7,20,7,18,7,21,7,21,7,19,7,1,7,1,7,1,7,1,7,21,7,21,7,1,7,14,7,1,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
15,7,15,7,7,7,15,7,21,7,21,7,15,7,15,7,15,7,15,7,16,7,21,7,21,7,15,7,15,7,15,7,21,7,15,7,21,7,21,7,20,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7,21,7
